name,calories,proteins,fat,carbohydrate,porsi saji,Kalium,Fosfor,Natrium,status HD,kategori klinis,cairan
Teripang dendeng mentah,462.0,39.1,32.4,3.5,30g,189.7,256.9,518.2,Hindari,Tinggi Fosfor & Tinggi Natrium,23.5
Terong,24.0,1.1,0.2,5.5,100g,44.6,47.6,14.1,Batasi,Rendah Kalium & Tinggi Cairan,91.7
Terong + Oncom makanan,285.0,4.3,25.7,9.5,100g,457.5,254.1,12.2,Hindari,Tinggi Kalium & Tinggi Fosfor,59.0
Terong Asam,39.0,2.3,1.9,2.0,100g,55.5,51.5,5.5,Batasi,Rendah Kalium & Tinggi Cairan,92.3
Terong Belanda,48.0,1.5,0.3,11.3,100g,57.2,49.2,10.3,Batasi,Rendah Kalium & Tinggi Cairan,85.4
Terong hintalo segar,45.0,1.9,0.8,7.5,100g,60.3,66.1,11.6,Batasi,Rendah Kalium & Tinggi Cairan,88.3
Terong kukus,23.0,1.8,0.1,4.9,100g,140.6,30.1,8.4,Batasi,Tinggi Cairan,91.7
Terong segar,28.0,1.1,0.2,5.5,100g,54.7,41.5,7.9,Batasi,Rendah Kalium & Tinggi Cairan,91.7
Terung belanda segar,52.0,2.1,1.1,8.6,100g,142.8,40.3,8.9,Batasi,Tinggi Cairan,86.7
Terung bengkulu segar,52.0,1.1,0.4,11.2,100g,155.0,29.0,9.5,Batasi,Tinggi Cairan,85.8
Terung panjang,25.0,2.1,0.1,5.3,100g,139.7,30.6,8.6,Batasi,Tinggi Cairan,91.0
Terung panjang kukus,23.0,1.8,0.1,4.9,100g,124.0,30.6,8.4,Batasi,Tinggi Cairan,91.7
Tespong daun,59.0,2.9,0.3,13.9,200g,150.2,33.3,10.1,Batasi,Tinggi Cairan,81.4
Tim (nasi tim),120.0,2.4,0.4,26.0,150g,68.4,40.2,5.8,Aman,Rendah Kalium,69.7
Tinira ninahu nggaluku,33.0,1.2,1.3,4.1,100g,49.7,36.8,12.5,Batasi,Rendah Kalium & Tinggi Cairan,91.9
Tinoransak masakan,516.0,17.7,49.5,0.0,100g,104.0,98.6,10.4,Aman,Normal / Seimbang,31.3
Tipa-tipa,355.0,6.2,1.2,79.8,100g,96.2,68.0,9.2,Aman,Rendah Kalium,11.3
Tiwul  ,353.0,2.4,1.1,83.4,100g,100.2,30.5,17.2,Aman,Normal / Seimbang,11.6
Tiwul Instan,395.0,3.2,8.5,76.5,100g,85.0,56.3,12.3,Aman,Rendah Kalium,10.3
Toge -Tahu makanan,392.0,5.4,28.5,28.4,100g,502.5,257.4,10.6,Hindari,Tinggi Kalium & Tinggi Fosfor,36.2
Toge Goreng ,93.6,4.4,1.8,15.1,100g,165.2,44.3,8.4,Batasi,Normal / Seimbang,8.0
Toge kacang ijo,23.0,2.9,0.2,4.1,100g,479.9,227.7,17.4,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,91.3
Toge kacang tunggak,35.0,5.0,0.2,5.8,100g,455.3,258.0,15.3,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,87.5
Toge kedelai,67.0,9.0,2.6,6.4,100g,472.5,280.3,20.4,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,80.5
Toge seduh,28.0,3.0,0.8,4.0,100g,145.4,38.2,8.5,Batasi,Tinggi Cairan,90.7
Tomat air (juice) segar,20.0,1.0,0.2,3.5,100g,130.7,34.9,7.6,Batasi,Tinggi Cairan,93.8
Tomat Masak,20.0,1.0,0.3,4.2,100g,137.8,34.1,6.4,Batasi,Tinggi Cairan,93.0
Tomat merah segar,24.0,1.3,0.5,4.7,100g,154.3,24.7,11.3,Batasi,Tinggi Cairan,92.0
Tomat muda segar,24.0,2.0,0.7,3.3,100g,129.5,33.0,4.2,Batasi,Tinggi Cairan,92.5
Tumis bandeng,189.0,11.3,15.7,0.6,100g,81.2,77.5,9.6,Aman,Rendah Kalium,70.9
Tumis bayam bersantan,48.0,1.4,4.2,2.6,100g,265.0,172.0,66.7,Batasi,Tinggi Cairan,90.3
Ubi Cilembu,186.0,1.9,0.2,44.3,100g,447.4,29.2,6.2,Hindari,Tinggi Kalium,52.1
Ubi Jalar Goreng ,160.0,3.7,1.3,55.3,100g,504.5,38.7,11.3,Hindari,Tinggi Kalium,8.0
Ubi jalar kuning kukus,100.0,0.7,0.3,23.8,100g,396.8,28.2,10.1,Hindari,Tinggi Kalium,73.7
Ubi jalar kuning segar,119.0,0.5,0.4,25.1,100g,437.0,26.8,7.2,Hindari,Tinggi Kalium,72.5
Ubi jalar manis segar,83.0,1.5,0.2,18.8,100g,392.4,33.1,9.8,Hindari,Tinggi Kalium,78.0
Ubi Jalar Merah,123.0,1.8,0.7,27.9,100g,410.3,35.6,11.3,Hindari,Tinggi Kalium,68.1
Ubi jalar merah segar,151.0,1.6,0.3,35.4,100g,433.3,33.4,5.0,Hindari,Tinggi Kalium,61.2
Ubi Jalar Putih,123.0,1.8,0.7,27.9,100g,344.5,34.7,7.8,Hindari,Tinggi Kalium,68.1
Ubi Jalar Rebus,114.0,1.4,9.6,25.6,100g,393.2,32.3,7.9,Hindari,Tinggi Kalium,61.9
Ubi Jalar Sayur,184.0,1.4,0.3,22.5,100g,428.7,31.6,6.5,Hindari,Tinggi Kalium,74.3
Ubi jalar tinta/ kemayung,108.0,0.5,0.4,25.6,100g,430.8,26.4,9.1,Hindari,Tinggi Kalium,72.0
Ubi jalar tinta/ kemayung kukus,165.0,0.9,0.2,39.8,100g,419.7,26.5,8.2,Hindari,Tinggi Kalium,57.6
Uceng/ bunga melinjo segar,82.0,5.8,1.3,11.7,100g,70.1,64.9,10.9,Batasi,Rendah Kalium,79.7
Udang besar segar,56.0,11.4,0.6,1.2,200g,286.0,230.3,71.4,Hindari,Tinggi Fosfor & Tinggi Cairan,85.3
Udang galah segar,81.0,16.5,0.3,3.0,100g,344.8,270.8,72.9,Hindari,Tinggi Kalium & Tinggi Fosfor,78.7
Udang kering,295.0,62.4,2.3,1.8,100g,589.0,599.5,63.7,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Udang kering mentah,278.0,62.6,4.1,2.2,100g,594.6,607.9,63.6,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Udang papay mentah,273.0,47.8,3.8,12.5,100g,532.7,508.4,67.5,Hindari,Tinggi Kalium & Tinggi Fosfor,34.4
Udang segar,91.0,21.0,0.2,0.1,100g,411.8,303.4,67.2,Hindari,Tinggi Kalium & Tinggi Fosfor,77.2
Ulat sagu panggang,380.0,11.9,30.3,14.9,100g,88.5,81.8,9.7,Aman,Rendah Kalium,41.4
Ulat sagu segar,241.0,5.8,21.6,5.8,100g,63.8,64.0,21.4,Aman,Rendah Kalium,65.3
Umbi Uwi segar,120.0,2.8,0.5,82.3,100g,82.0,44.3,11.7,Aman,Rendah Kalium,12.9
Umbut rotan,34.0,2.4,0.3,5.5,100g,58.8,47.9,17.1,Batasi,Rendah Kalium & Tinggi Cairan,90.3
Usus Sapi,130.0,14.0,7.2,1.5,100g,288.5,226.4,61.0,Hindari,Tinggi Fosfor,75.8
Uwi,101.0,2.0,0.2,19.8,100g,68.7,31.5,1.0,Batasi,Rendah Kalium,76.5
Vermicelli,363.0,8.7,0.4,78.7,100g,111.5,76.1,7.6,Aman,Normal / Seimbang,10.7
Wajit camilan,303.0,6.3,2.7,63.3,100g,84.5,55.6,12.4,Aman,Rendah Kalium,26.2
Waluh balamak,45.0,0.8,0.9,8.1,100g,132.2,30.6,2.3,Batasi,Tinggi Cairan,88.7
Widaran,424.0,1.3,10.7,80.7,100g,75.0,31.8,11.0,Aman,Rendah Kalium,5.8
Wijen,568.0,19.3,51.1,18.1,100g,599.5,386.4,7.6,Hindari,Tinggi Kalium & Tinggi Fosfor,10.0
Wingko babat,355.0,3.2,15.1,51.4,100g,77.1,53.9,19.4,Aman,Rendah Kalium,28.8
Woku ubi,143.0,3.1,7.8,15.0,100g,375.0,40.2,4.4,Hindari,Tinggi Kalium,72.6
Worst (sosis daging),452.0,14.5,42.3,2.3,100g,291.9,344.6,856.4,Hindari,Tinggi Fosfor & Tinggi Natrium,39.4
Wortel Segar,42.0,1.2,0.6,9.3,100g,147.4,37.9,8.8,Batasi,Tinggi Cairan,87.4
Wortel kukus,37.0,1.0,0.6,8.3,100g,143.3,29.5,4.9,Batasi,Tinggi Cairan,88.6
Wortel rebus,28.0,0.7,0.5,6.3,100g,153.8,25.7,9.0,Batasi,Tinggi Cairan,91.0
Yangko,254.0,3.0,1.1,58.1,100g,66.2,39.1,17.7,Aman,Rendah Kalium,36.3
Yoghurt,52.0,3.3,2.5,4.0,100g,201.2,221.4,230.5,Hindari,Tinggi Fosfor & Tinggi Cairan,88.7
Nasi Putih (Per Porsi),178.0,2.1,0.1,40.6,100g,35.0,32.0,5.0,Aman,Rendah Kalium,65.0
Nasi Padang,178.0,2.1,0.1,40.6,100g,35.0,32.0,5.0,Aman,Rendah Kalium,85.0
Ayam Pop,255.0,22.0,18.0,1.2,100g,210.0,190.0,350.0,Batasi,Tinggi Natrium,55.0
Ayam Gulai,270.0,19.5,20.0,3.5,100g,240.0,210.0,420.0,Hindari,Tinggi Fosfor & Tinggi Natrium,50.0
Telur Dadar Khas Padang,284.0,11.5,23.5,4.0,100g,160.0,180.0,490.0,Hindari,Tinggi Natrium,58.0
Paru Goreng Garing,310.0,28.0,21.0,2.0,100g,220.0,240.0,510.0,Hindari,Tinggi Fosfor & Tinggi Natrium,35.0
Dendeng Balado Batokok,245.0,21.0,17.5,1.5,100g,290.0,220.0,550.0,Hindari,Tinggi Kalium & Tinggi Natrium,45.0
Sambal Lado Ijo,110.0,2.5,8.0,7.5,50g,140.0,45.0,380.0,Batasi,Tinggi Natrium,75.0
Sambal Merah Balado,125.0,3.0,9.0,8.0,50g,150.0,48.0,410.0,Batasi,Tinggi Natrium,70.0
Jengkol Balado,165.0,4.5,11.0,13.5,100g,190.0,65.0,390.0,Batasi,Tinggi Natrium,68.0
Gulai Nangka Muda,95.0,2.0,7.5,6.0,100g,175.0,52.0,310.0,Batasi,Tinggi Natrium,82.0
Bubur Ayam (Polos),165.0,3.2,2.5,31.0,100g,68.0,45.0,210.0,Batasi,Normal / Seimbang,84.0
Bubur Ayam Komplit (Kwetiau/Cakwe/Krupuk),395.0,14.5,15.6,48.2,1 Porsi,185.0,160.0,640.0,Hindari,Tinggi Natrium,78.0
Bubur Kacang Hijau (Santan + Gula Merah),145.0,4.1,3.8,23.5,100g,215.0,92.0,45.0,Batasi,Tinggi Kalium,72.0
Bubur Ketan Hitam,152.0,3.0,4.1,26.3,100g,135.0,88.0,38.0,Batasi,Normal / Seimbang,70.0
Bubur Sumsum,112.0,1.5,3.2,19.8,100g,75.0,35.0,125.0,Batasi,Normal / Seimbang,76.0
Bubur Candil / Biji Salak,184.0,1.8,4.5,34.2,100g,110.0,42.0,95.0,Batasi,Normal / Seimbang,62.0
Bubur Mutiara,130.0,0.5,2.8,25.4,100g,54.0,22.0,88.0,Batasi,Normal / Seimbang,71.0
